timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5
4806.560000,0.925013,-1.617693,1.853179,-1.979129,-1.488036,-0.587164,-0.188671,-0.444649,0.357168,-0.072970,-3.089987,0.288316,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
4806.752000,0.925001,-1.617165,1.854196,-1.980690,-1.488059,-0.587248,-0.188726,-0.444712,0.356591,-0.072847,-3.089957,0.288313,-0.000959,0.015378,0.029951,-0.046715,0.000000,0.003044
4806.848000,0.924247,-1.613604,1.860566,-1.990847,-1.487940,-0.587800,-0.189401,-0.445048,0.352905,-0.073038,-3.089793,0.288682,-0.012374,0.065680,0.108695,-0.172573,0.003691,0.003523
4806.944000,0.922439,-1.604755,1.874912,-2.013790,-1.487748,-0.589323,-0.191023,-0.445842,0.344233,-0.073273,-3.089867,0.288511,-0.024889,0.119075,0.186174,-0.298767,0.006040,-0.010834
4807.040000,0.919564,-1.590390,1.895748,-2.048881,-1.487484,-0.592154,-0.193568,-0.447035,0.331158,-0.073010,-3.089729,0.288537,-0.033709,0.180869,0.253516,-0.422444,0.000887,-0.034395
4807.136000,0.915912,-1.569465,1.922848,-2.096598,-1.487041,-0.595704,-0.196812,-0.448551,0.313401,-0.072732,-3.089769,0.288500,-0.044166,0.259780,0.300456,-0.557746,-0.031782,-0.042328
4807.232000,0.911385,-1.540148,1.953672,-2.156315,-1.486634,-0.599819,-0.200957,-0.450528,0.291307,-0.072859,-3.089776,0.288301,-0.047400,0.329474,0.315195,-0.650719,-0.013422,-0.045204
4807.328000,0.907229,-1.509969,1.979922,-2.212425,-1.486155,-0.603646,-0.204786,-0.452340,0.270705,-0.072890,-3.089822,0.288331,-0.036151,0.293898,0.229650,-0.522512,0.037319,-0.033244
4807.424000,0.904008,-1.484538,1.998293,-2.256012,-1.485748,-0.606633,-0.207807,-0.453786,0.254766,-0.072887,-3.089865,0.288443,-0.026039,0.233306,0.161413,-0.401519,0.025910,-0.023873
4807.520000,0.901756,-1.465403,2.010784,-2.287404,-1.485616,-0.608587,-0.209910,-0.454751,0.243273,-0.073116,-3.089860,0.288290,-0.020734,0.167127,0.099249,-0.270963,0.005848,-0.008820
4807.616000,0.900427,-1.453174,2.017766,-2.306507,-1.485401,-0.609859,-0.211216,-0.455415,0.236289,-0.073049,-3.089932,0.288372,-0.007964,0.083691,0.049637,-0.140024,-0.048728,-0.010378
4807.712000,0.900103,-1.448966,2.020209,-2.313179,-1.485365,-0.610195,-0.211586,-0.455643,0.233881,-0.072976,-3.089911,0.288441,-0.001317,0.004180,0.003758,-0.010786,0.047625,-0.004650
4807.808000,0.900067,-1.449086,2.020161,-2.312867,-1.485389,-0.610147,-0.211589,-0.455615,0.233927,-0.073121,-3.089994,0.288245,-0.000294,0.000000,-0.000435,0.000863,0.001031,-0.000863
4807.904000,0.900091,-1.449097,2.020161,-2.312855,-1.485365,-0.610159,-0.211575,-0.455619,0.233932,-0.073063,-3.090013,0.288269,-0.000166,0.000000,-0.000205,0.000360,0.000407,0.000383
4808.000000,0.900079,-1.449074,2.020161,-2.312819,-1.485365,-0.610303,-0.211581,-0.455617,0.233916,-0.072865,-3.090046,0.288193,-0.000115,0.000000,-0.000128,0.000240,0.000240,-0.001174
4808.096000,0.900043,-1.449097,2.020173,-2.312807,-1.485377,-0.610303,-0.211594,-0.455603,0.233921,-0.072922,-3.090034,0.288179,0.000000,0.000000,-0.000089,0.000168,0.000168,-0.000407
