timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5
5723.912000,0.803539,-2.227794,2.116834,-2.031858,-1.236626,-0.545337,-0.076338,-0.276453,0.454394,-0.173658,-2.888039,0.964871,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
5724.008000,0.803563,-2.227758,2.116847,-2.031846,-1.236626,-0.545265,-0.076340,-0.276465,0.454377,-0.173748,-2.888118,0.964831,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
5724.200000,0.808173,-2.219036,2.119769,-2.045051,-1.239105,-0.541378,-0.077595,-0.279199,0.452222,-0.173231,-2.887885,0.965074,0.069656,0.138953,0.047387,-0.195702,-0.040267,0.065913
5724.296000,0.817623,-2.199397,2.126033,-2.073334,-1.244409,-0.532550,-0.080479,-0.285246,0.447250,-0.173784,-2.888209,0.964781,0.124112,0.258463,0.078668,-0.369330,-0.072768,0.109823
5724.392000,0.831312,-2.168422,2.134632,-2.116824,-1.252252,-0.520063,-0.084896,-0.294600,0.439639,-0.174075,-2.888054,0.964729,0.164647,0.388621,0.097970,-0.521098,-0.090984,0.140311
5724.488000,0.848366,-2.125162,2.144178,-2.174234,-1.261843,-0.504973,-0.090779,-0.307337,0.429314,-0.173796,-2.888041,0.964763,0.185765,0.517412,0.101550,-0.656975,-0.108481,0.165718
5724.584000,0.866941,-2.068984,2.152813,-2.244468,-1.272500,-0.488348,-0.098260,-0.323336,0.416383,-0.173748,-2.887501,0.965349,0.204211,0.664329,0.080074,-0.784775,-0.120441,0.178062
5724.680000,0.884750,-2.005251,2.158047,-2.317619,-1.282893,-0.472719,-0.106452,-0.340913,0.402032,-0.173646,-2.887672,0.965013,0.169249,0.674287,0.030411,-0.747936,-0.098151,0.154477
5724.776000,0.900139,-1.940142,2.158538,-2.387064,-1.291910,-0.458984,-0.114639,-0.358428,0.387893,-0.173853,-2.887581,0.965219,0.149013,0.685089,-0.019328,-0.703858,-0.085136,0.130173
5724.872000,0.913732,-1.873776,2.154838,-2.452793,-1.299824,-0.447157,-0.122803,-0.375954,0.373638,-0.173684,-2.887731,0.965265,0.131654,0.693487,-0.059979,-0.661002,-0.083266,0.117781
5724.968000,0.925720,-1.806719,2.146896,-2.514423,-1.307128,-0.436578,-0.130995,-0.393437,0.359354,-0.173954,-2.887843,0.964990,0.119075,0.703842,-0.103288,-0.621885,-0.070491,0.098582
5725.064000,0.936630,-1.739221,2.134464,-2.571895,-1.313594,-0.427354,-0.139143,-0.411012,0.345171,-0.173532,-2.887841,0.965097,0.105461,0.699061,-0.146943,-0.579437,-0.066129,0.093093
5725.160000,0.946283,-1.671896,2.118104,-2.624814,-1.319521,-0.418969,-0.147336,-0.428519,0.330936,-0.173636,-2.887896,0.964960,0.096232,0.697118,-0.194189,-0.538811,-0.055415,0.085232
5725.256000,0.955025,-1.604911,2.097851,-2.673172,-1.324802,-0.411424,-0.155518,-0.446036,0.316653,-0.173682,-2.888100,0.964836,0.087693,0.696849,-0.231938,-0.480903,-0.049998,0.072193
5725.352000,0.962929,-1.538733,2.073791,-2.717052,-1.329663,-0.404527,-0.163706,-0.463521,0.302461,-0.173822,-2.887974,0.965043,0.078783,0.683248,-0.269533,-0.431384,-0.046259,0.065745
5725.448000,0.970343,-1.473112,2.046125,-2.755929,-1.334237,-0.398386,-0.171838,-0.481076,0.288058,-0.173692,-2.888398,0.964416,0.070717,0.677086,-0.301108,-0.386156,-0.048440,0.062845
