timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,contact_force,applied_force,d_applied_force,task,img,wrist_img
1726693431.5223422,0.896798,-1.849512,1.828559,-2.011689,-1.263866,-0.484725,-0.140994,-0.392786,0.47733,-2.596913828055315,0.025836941050349164,3.035573829925751,1.4000000000014001e-05,1.7000000000044757e-05,5.0000000000050004e-05,8.774325156757357e-05,-0.00010139510613718303,-1.7698481642014485e-05,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693431.6041088.jpeg,0_1726693431.5810816.jpeg
1726693431.6183422,0.896882,-1.849129,1.828774,-2.012505,-1.263974,-0.484713,-0.141073,-0.392925,0.477164,-2.5967819601190207,0.02564597368278186,3.0356079416738,-2.5999999999998247e-05,-7.199999999996098e-05,-9.099999999995223e-05,-4.434124872432221e-05,9.047904827009373e-05,-5.152245853778936e-05,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693431.6041088.jpeg,0_1726693431.6244752.jpeg
1726693431.714342,0.898151,-1.842532,1.832115,-2.023274,-1.264454,-0.483622,-0.142326,-0.39526,0.474118,-2.5963254606907817,0.02541601418856687,3.03581514944668,-3.100000000000325e-05,-0.000138000000000027,-0.00028400000000000647,-0.0005016577288210478,0.00032105629377907757,-0.0002585315384684428,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693431.7326624.jpeg,0_1726693431.6855304.jpeg
1726693431.810342,0.901037,-1.827828,1.839324,-2.045459,-1.265746,-0.480683,-0.144992,-0.400347,0.467163,-2.596755406172831,0.025842931204822745,3.0357511487651507,4.000000000004e-06,-7.20000000000165e-05,-0.00010199999999999099,-7.461609475134523e-05,-0.0001019707379800415,-0.00019395794109833275,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693431.799353.jpeg,0_1726693431.82231.jpeg
1726693431.906342,0.905385,-1.805243,1.849215,-2.079229,-1.267865,-0.476341,-0.148905,-0.407963,0.45688,-2.596725558975105,0.025844914268944027,3.03566799114015,-8.700000000000374e-05,-9.699999999995823e-05,-0.00012499999999998623,-0.00010818417918612155,-9.944605393690312e-05,-0.00011002871988585738,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693431.9342272.jpeg,0_1726693431.8880074.jpeg
1726693432.002342,0.91069,-1.773761,1.860626,-2.123931,-1.270596,-0.471015,-0.154235,-0.418127,0.443162,-2.596538800976859,0.02564837180826199,3.03550128914412,-0.00013399999999999523,-0.00019399999999997197,-0.0002469999999999972,-0.00030029713954382586,0.00010283968747523686,5.7842231433014035e-05,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693432.0010026.jpeg,0_1726693432.0222597.jpeg
1726693432.098342,0.916858,-1.731965,1.871978,-2.178628,-1.273757,-0.464922,-0.161017,-0.430972,0.425799,-2.5967487101313322,0.025691605774513897,3.035397327230289,-7.30000000000175e-05,-0.00017299999999997873,-0.00018099999999998673,-9.761313112655046e-05,6.771449784771788e-05,0.00016305950482786713,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693432.0675495.jpeg,0_1726693432.0889652.jpeg
1726693432.194342,0.923025,-1.685507,1.88054,-2.235407,-1.27681,-0.459008,-0.168151,-0.444603,0.4074,-2.596691753956808,0.025639206004903856,3.0355083742798454,-8.900000000000574e-05,-0.00018599999999996397,-0.00018599999999996397,-0.00016179440782249088,0.0001282230892606373,5.3267771999987445e-05,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693432.2026455.jpeg,0_1726693432.224843.jpeg
1726693432.2903419,0.928738,-1.636964,1.885306,-2.290356,-1.279684,-0.453466,-0.175312,-0.458257,0.389022,-2.5966188155251295,0.025610440629728743,3.035543158921389,-7.799999999999474e-05,-0.00017599999999995397,-0.00021199999999998997,-0.00024135741123210153,0.00016538635165957993,1.982748519324673e-05,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693432.2692451.jpeg,0_1726693432.2906983.jpeg
1726693432.3863418,0.934163,-1.586601,1.886264,-2.343284,-1.282474,-0.448189,-0.182446,-0.47195,0.370676,-2.596506170562424,0.025539714833409718,3.035533704195025,-9.400000000001074e-05,-0.000128000000000017,-0.00026999999999999247,-0.0003612078056276502,0.000243997917438947,3.113613765526324e-05,45.420212732635704,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726693429.294954 empty paper cup,0_1726693432.4013565.jpeg,0_1726693432.3552365.jpeg
