timestamp,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,aperture,gripper_vel,contact_force
1719877009.283097,0.0,0.0,-0.0,0.0,0.0,0.0,52.56690017464309,0.0,0.0
1719877009.383097,0.018242,-0.021322,0.090876,-0.064667,0.0,0.014381,52.56690017464309,0.0,0.0
1719877009.4830968,0.042696,-0.056629,0.225418,-0.168474,-0.024759,0.048201,52.56690017464309,0.0,0.0
1719877009.5830967,0.063801,-0.08511,0.347383,-0.270124,-0.039021,0.066632,52.56690017464309,0.0,0.0
1719877009.6830966,0.096181,-0.09673,0.471674,-0.372206,-0.016179,0.094076,52.56690017464309,0.0,0.0
1719877009.7830966,0.123818,-0.09705,0.58639,-0.485697,-0.032381,0.124013,52.56690017464309,0.0,0.0
1719877009.8830965,0.129583,-0.066485,0.579781,-0.510768,-0.021596,0.131922,52.56690017464309,0.0,0.0
1719877009.9830964,0.103314,-0.031063,0.447705,-0.423139,-0.027468,0.104239,52.56690017464309,0.0,0.0
1719877010.0830963,0.076303,-0.001751,0.325293,-0.312381,-0.006471,0.080055,52.56690017464309,0.0,0.0
1719877010.1830962,0.051951,0.004806,0.203917,-0.204067,-0.005177,0.051532,52.56690017464309,0.0,0.0
1719877010.283096,0.01952,0.012016,0.077044,-0.084752,-0.002756,0.020086,52.56690017464309,0.0,0.0
1719877010.383096,-0.002173,-0.008105,-0.0,0.003404,-0.000959,-0.003404,52.56690017464309,0.0,0.0
1719877010.483096,0.0,0.000422,-0.0,0.000551,-0.001007,-0.000551,52.56690017464309,0.0,0.0
1719877010.5830958,0.0,0.00023,-0.0,0.000288,-0.000431,-0.00024,52.56690017464309,0.0,0.0
1719877010.6830957,0.0,0.002033,-0.0,0.000192,-0.000288,0.001654,52.56690017464309,0.0,0.0
1719877010.7830956,0.0,0.000409,-0.0,0.000144,-0.000288,0.000647,52.56690017464309,0.0,0.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1719877014.8249798,0.0,0.0,-0.0,0.0,0.0,0.0,11.53909864167855,0.0,1.1016279435546874
1719877014.9249797,-0.016593,-0.002033,-0.079409,0.080079,0.008029,-0.009276,11.53909864167855,0.0,1.1016279435546874
1719877015.0249796,-0.051069,-0.007529,-0.197845,0.200951,0.006495,-0.049854,11.53909864167855,0.0,1.1016279435546874
1719877015.1249795,-0.077683,0.002838,-0.320985,0.312381,0.015579,-0.082715,11.53909864167855,0.0,1.1016279435546874
1719877015.2249794,-0.104554,0.024914,-0.449047,0.411802,0.050573,-0.106684,11.53909864167855,0.0,1.1016279435546874
1719877015.3249793,-0.13012,0.068479,-0.576432,0.511271,0.032381,-0.129741,11.53909864167855,0.0,1.1016279435546874
1719877015.4249792,-0.123281,0.09953,-0.587463,0.499694,0.032381,-0.125115,11.53909864167855,0.0,1.1016279435546874
1719877015.524979,-0.097421,0.096411,-0.473246,0.373452,0.02428,-0.09875,11.53909864167855,0.0,1.1016279435546874
1719877015.624979,-0.068748,0.075395,-0.348712,0.271778,0.038613,-0.066848,11.53909864167855,0.0,1.1016279435546874
1719877015.724979,-0.043284,0.051478,-0.21734,0.166653,0.004051,-0.042232,11.53909864167855,0.0,1.1016279435546874
1719877015.8249788,-0.015736,0.021744,-0.091553,0.067303,0.018264,-0.019031,11.53909864167855,0.0,1.1016279435546874
1719877015.9249787,0.00032,-0.001713,0.002084,0.0,0.011673,0.001079,11.53909864167855,0.0,1.1016279435546874
1719877016.0249786,0.000294,-0.000307,0.00032,-0.000743,0.000647,0.000503,11.53909864167855,0.0,1.1016279435546874
1719877016.1249785,0.000166,-0.000166,0.000179,-0.000336,0.000312,-7.2e-05,11.53909864167855,0.0,1.1016279435546874
1719877016.2249784,0.000115,-8.9e-05,0.000115,-0.000216,0.000216,-0.001846,11.53909864167855,0.0,1.1016279435546874
1719877016.3249784,8.9e-05,-8.9e-05,8.9e-05,-0.000168,0.000144,-0.000503,11.53909864167855,0.0,1.1016279435546874
