timestamp,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,aperture,gripper_vel,contact_force,applied_force
1720473220.628317,0.0,0.0,-0.0,0.0,0.0,0.0,58.69262376572226,0.0,0.0,0.0
1720473220.728317,-0.024659,-0.012233,0.088178,-0.072457,0.002469,-0.033628,58.69262376572226,0.0,0.0,0.0
1720473220.828317,-0.059084,-0.020095,0.210922,-0.195439,0.037319,-0.062606,58.69262376572226,0.0,0.0,0.0
1720473220.9283168,-0.094838,-0.023112,0.337834,-0.314059,0.018504,-0.091464,58.69262376572226,0.0,0.0,0.0
1720473221.0283167,-0.13191,-0.010367,0.45062,-0.439917,0.030919,-0.126553,58.69262376572226,0.0,0.0,0.0
1720473221.1283166,-0.161618,0.018932,0.564326,-0.591326,0.039955,-0.147502,58.69262376572226,0.0,0.0,0.0
1720473221.2283165,-0.154676,0.063801,0.528329,-0.608175,0.035018,-0.145153,58.69262376572226,0.0,0.0,0.0
1720473221.3283165,-0.121542,0.085865,0.408563,-0.493199,0.026365,-0.113802,58.69262376572226,0.0,0.0,0.0
1720473221.4283164,-0.084765,0.080636,0.283978,-0.373452,0.021596,-0.083242,58.69262376572226,0.0,0.0,0.0
1720473221.5283163,-0.050404,0.058534,0.172598,-0.233453,0.024951,-0.046762,58.69262376572226,0.0,0.0,0.0
1720473221.6283162,-0.018932,0.023508,0.055658,-0.074614,0.010498,-0.012008,58.69262376572226,0.0,0.0,0.0
1720473221.728316,0.0,-0.00078,-0.001074,0.001846,0.002013,0.002037,58.69262376572226,0.0,0.0,0.0
1720473221.828316,0.0,-0.000256,-0.000281,0.000479,0.000503,0.000503,58.69262376572226,0.0,0.0,0.0
1720473221.9283159,0.0,-0.000153,-0.000166,0.000264,0.000288,0.000288,58.69262376572226,0.0,0.0,0.0
1720473222.0283158,0.0,-0.000102,-0.000115,0.000192,0.0,-4.8e-05,58.69262376572226,0.0,0.0,0.0
1720473222.1283157,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,58.69262376572226,0.0,0.0,0.0
1720473222.2283156,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,58.69262376572226,0.0,0.0,1.635
1720473222.3326926,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,58.25916021678742,4.152863359178941,0.0,1.635
1720473222.4640265,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,57.17186294876004,8.278882027681258,0.022799027777777776,1.635
1720473222.6241019,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,56.08163370356077,6.810722118626269,0.07144221487603306,1.635
1720473222.75626,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,54.989542498124365,8.263524467901107,0.051693956172839506,1.635
1720473222.9014726,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,54.77146754926618,1.501762748693399,0.048977490000000005,1.635
1720473223.0621922,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,54.11146754043513,4.106530086529438,0.04510960537190083,1.635
1720473223.2363896,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,54.11146754043513,0.0,0.48637758833333355,1.635
1720473223.4370825,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,53.67345840589684,2.1824845414829652,0.2242914476020409,1.785
1720473223.652317,0.0,-7.7e-05,-8.9e-05,0.000144,0.0,-4.8e-05,53.01104312660591,3.077644261193792,0.7980277638888893,1.9349999999999998
1720473223.752317,0.0,0.0,-0.0,0.0,0.0,0.0,53.01104312660591,0.0,0.7980277638888893,1.9349999999999998
