timestamp,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,aperture,gripper_vel,contact_force
1719876422.4186363,0.0,0.0,-0.0,0.0,0.0,0.0,52.78912798952381,0.0,0.0
1719876422.5186362,0.0,-0.01695,0.092256,-0.066345,0.0,0.0,52.78912798952381,0.0,0.0
1719876422.6186361,-0.003132,-0.044664,0.225815,-0.168882,0.0,0.0,52.78912798952381,0.0,0.0
1719876422.718636,-0.00418,-0.065054,0.345542,-0.292679,0.0,-0.004626,52.78912798952381,0.0,0.0
1719876422.818636,-0.005382,-0.072954,0.471188,-0.401448,0.0,-0.009084,52.78912798952381,0.0,0.0
1719876422.9186358,-0.01006,-0.062638,0.591899,-0.522296,0.0,-0.006807,52.78912798952381,0.0,0.0
1719876423.0186357,-0.004167,-0.027727,0.549689,-0.517071,0.0,-0.002684,52.78912798952381,0.0,0.0
1719876423.1186357,-0.004819,-0.001176,0.415645,-0.423211,0.0,-0.008365,52.78912798952381,0.0,0.0
1719876423.2186356,-0.007759,0.017973,0.288836,-0.314083,-7.2e-05,-0.00755,52.78912798952381,0.0,0.0
1719876423.3186355,-0.003247,0.014023,0.165171,-0.178781,-7.2e-05,-0.003523,52.78912798952381,0.0,0.0
1719876423.4186354,-0.003835,0.002429,0.04772,-0.051221,-0.000312,-0.001606,52.78912798952381,0.0,0.0
1719876423.5186353,0.0,0.0,-0.000793,0.001774,-0.000312,-0.000455,52.78912798952381,0.0,0.0
1719876423.6186352,-0.000179,0.0,-0.0,0.000743,-0.000264,-0.000264,52.78912798952381,0.0,0.0
1719876423.718635,-0.000179,0.0,-0.0,0.000336,-0.000168,-0.000192,52.78912798952381,0.0,0.0
1719876423.818635,-0.000179,0.001981,-0.0,0.000216,-0.000144,-0.000168,52.78912798952381,0.0,0.0
1719876423.918635,-0.000115,0.000371,-0.0,0.000168,-0.00012,-0.000168,52.78912798952381,0.0,0.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1719876427.9650054,0.0,0.0,-0.0,0.0,0.0,0.0,11.312265728741934,0.0,2.4132517720153066
1719876428.0650053,1.3e-05,-0.004525,-0.086593,0.088228,0.0,0.0,11.312265728741934,0.0,2.4132517720153066
1719876428.1650052,0.004704,-0.018894,-0.208366,0.221181,0.0,0.000863,11.312265728741934,0.0,2.4132517720153066
1719876428.265005,0.005791,-0.014662,-0.333206,0.342006,0.0,0.002589,11.312265728741934,0.0,2.4132517720153066
1719876428.365005,0.006967,0.006123,-0.460591,0.449504,0.0,0.011409,11.312265728741934,0.0,2.4132517720153066
1719876428.465005,0.006532,0.040293,-0.595658,0.543221,0.00036,0.0,11.312265728741934,0.0,2.4132517720153066
1719876428.5650048,0.006277,0.070857,-0.553908,0.484618,0.0,0.004626,11.312265728741934,0.0,2.4132517720153066
1719876428.6650047,0.007338,0.073414,-0.430461,0.362523,0.0,0.003188,11.312265728741934,0.0,2.4132517720153066
1719876428.7650046,0.002033,0.056169,-0.307244,0.246659,0.0,0.002684,11.312265728741934,0.0,2.4132517720153066
1719876428.8650045,0.002071,0.03463,-0.181828,0.136045,0.0,0.002397,11.312265728741934,0.0,2.4132517720153066
1719876428.9650044,0.001547,0.010623,-0.047157,0.033292,0.0,0.00175,11.312265728741934,0.0,2.4132517720153066
1719876429.0650043,0.000383,-0.000741,0.000703,0.0,0.0,0.000479,11.312265728741934,0.0,2.4132517720153066
1719876429.1650043,0.000192,-0.000358,0.000371,0.0,0.0,0.000264,11.312265728741934,0.0,2.4132517720153066
1719876429.2650042,0.000128,-0.000179,0.000256,0.0,0.0,0.000192,11.312265728741934,0.0,2.4132517720153066
1719876429.365004,0.000128,2.6e-05,0.000153,0.0,0.0,0.000144,11.312265728741934,0.0,2.4132517720153066
1719876429.465004,0.000128,2.6e-05,0.000102,0.0,0.0,0.00012,11.312265728741934,0.0,2.4132517720153066
