timestamp,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,aperture,gripper_vel,contact_force
1719876573.790764,0.0,0.0,-0.0,0.0,0.0,0.0,52.78912798952381,0.0,0.0
1719876573.890764,-0.008987,-0.011211,0.071573,-0.058819,0.0,-0.004961,52.78912798952381,0.0,0.0
1719876573.990764,-0.027215,-0.035192,0.203316,-0.166725,0.002325,-0.019079,52.78912798952381,0.0,0.0
1719876574.0907638,-0.045917,-0.051631,0.327083,-0.277651,-0.032381,-0.052539,52.78912798952381,0.0,0.0
1719876574.1907637,-0.066869,-0.060605,0.45425,-0.39953,0.034011,-0.062773,52.78912798952381,0.0,0.0
1719876574.2907636,-0.078425,-0.046019,0.573798,-0.512254,-0.028618,-0.079096,52.78912798952381,0.0,0.0
1719876574.3907635,-0.079179,-0.020658,0.535794,-0.538811,0.058243,-0.075764,52.78912798952381,0.0,0.0
1719876574.4907634,-0.061832,0.014279,0.410902,-0.421269,-0.003715,-0.060424,52.78912798952381,0.0,0.0
1719876574.5907633,-0.044422,0.023368,0.279657,-0.315305,-0.011601,-0.04554,52.78912798952381,0.0,0.0
1719876574.6907632,-0.024825,0.021655,0.161157,-0.184461,-0.046715,-0.022842,52.78912798952381,0.0,0.0
1719876574.7907631,-0.005676,0.004934,0.043629,-0.046691,0.021596,0.002229,52.78912798952381,0.0,0.0
1719876574.890763,0.0,-0.001099,-0.001138,0.002133,0.001774,0.001822,52.78912798952381,0.0,0.0
1719876574.990763,0.0,-0.000281,-0.000281,0.000551,0.000479,-0.000599,52.78912798952381,0.0,0.0
1719876575.0907629,0.0,5.1e-05,-0.000166,0.000288,0.000264,-0.000671,52.78912798952381,0.0,0.0
1719876575.1907628,-3.8e-05,0.00078,-0.000115,0.000192,-0.000168,-0.000336,52.78912798952381,0.0,0.0
1719876575.2907627,-0.000358,0.000422,-8.9e-05,-2.4e-05,0.0,-0.000216,52.78912798952381,0.0,0.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1719876579.2041287,0.0,0.0,-0.0,0.0,0.0,0.0,13.128554410692892,0.0,0.16185705118343197
1719876579.3041286,0.0,0.0,-0.0,0.0,0.0,0.0,13.128554410692892,0.0,0.16185705118343197
1719876579.4041286,0.020287,-0.016516,-0.129954,0.145632,-0.001534,0.040051,13.128554410692892,0.0,0.16185705118343197
1719876579.5041285,0.039462,-0.024735,-0.24908,0.272713,-0.042472,0.040507,13.128554410692892,0.0,0.16185705118343197
1719876579.6041284,0.058751,-0.019673,-0.365918,0.387786,-0.02591,0.058579,13.128554410692892,0.0,0.16185705118343197
1719876579.7041283,0.073708,0.006519,-0.498441,0.496435,0.02591,0.070923,13.128554410692892,0.0,0.16185705118343197
1719876579.8041282,0.091272,0.036956,-0.625097,0.579006,-0.037559,0.088012,13.128554410692892,0.0,0.16185705118343197
1719876579.904128,0.066613,0.05925,-0.485773,0.428939,-0.045181,0.068574,13.128554410692892,0.0,0.16185705118343197
1719876580.004128,0.05328,0.058061,-0.373409,0.31727,0.028522,0.048968,13.128554410692892,0.0,0.16185705118343197
1719876580.104128,0.032789,0.040817,-0.240157,0.199513,-0.061311,0.029242,13.128554410692892,0.0,0.16185705118343197
1719876580.2041278,0.015429,0.021271,-0.11083,0.095898,0.045252,0.014261,13.128554410692892,0.0,0.16185705118343197
1719876580.3041277,-0.000281,-0.000256,0.007529,-0.012943,-0.00278,-0.002421,13.128554410692892,0.0,0.16185705118343197
1719876580.4041276,0.0,-0.000435,0.000371,-0.000887,-0.000959,-0.000599,13.128554410692892,0.0,0.16185705118343197
1719876580.5041275,0.0,-0.000205,0.000537,-0.00036,-0.000383,0.002085,13.128554410692892,0.0,0.16185705118343197
1719876580.6041274,0.0,-0.000128,0.000307,-0.00024,-0.00024,0.000743,13.128554410692892,0.0,0.16185705118343197
1719876580.7041273,2.6e-05,0.000102,0.000166,-0.000168,-0.000168,0.000695,13.128554410692892,0.0,0.16185705118343197
