timestamp,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,aperture,gripper_vel,contact_force
1719530032.843785,0.001078,-2.469845,2.349459,-1.955513,-1.612564,-3.034139,27.80900566920235,0.0,0.0
1719530032.943785,0.001066,-2.469773,2.349483,-1.955452,-1.61254,-3.034175,27.80900566920235,0.0,0.0
1719530033.0437849,0.001006,-2.469785,2.349447,-1.955489,-1.612564,-3.034163,27.80900566920235,0.0,0.0
1719530033.1437848,0.001054,-2.469833,2.349519,-1.955452,-1.612564,-3.034163,27.80900566920235,0.0,0.0
1719530033.2437847,0.001054,-2.469821,2.349519,-1.955525,-1.61254,-3.034139,27.80900566920235,0.0,0.0
1719530033.3437846,0.001066,-2.469833,2.349519,-1.955681,-1.612564,-3.034139,27.80900566920235,0.0,0.0
1719530033.4437845,0.001066,-2.469725,2.349687,-1.955897,-1.612564,-3.034139,27.80900566920235,0.0,0.0
1719530033.5437844,0.001054,-2.469773,2.349831,-1.955957,-1.612564,-3.034163,27.80900566920235,0.0,0.0
1719530033.6437843,0.001054,-2.469641,2.350011,-1.956149,-1.612552,-3.034151,27.80900566920235,0.0,0.0
1719530033.7437842,0.001006,-2.469581,2.350238,-1.956341,-1.612564,-3.034175,27.80900566920235,0.0,0.0
1719530033.843784,0.000935,-2.469341,2.350801,-1.957218,-1.612564,-3.034199,27.80900566920235,0.0,0.0
1719530033.943784,0.000947,-2.469149,2.351233,-1.957805,-1.612552,-3.034223,27.80900566920235,0.0,0.0
1719530034.043784,0.000923,-2.468957,2.351723,-1.958502,-1.612528,-3.034259,27.80900566920235,0.0,0.0
1719530034.1437838,0.000839,-2.468717,2.352262,-1.959342,-1.612456,-3.034295,27.80900566920235,0.0,0.0
1719530034.2437837,0.000767,-2.468165,2.353652,-1.961384,-1.61248,-3.034319,27.80900566920235,0.0,0.0
1719530034.3437836,0.000767,-2.467769,2.354503,-1.962596,-1.612432,-3.03438,27.80900566920235,0.0,0.0
1719530034.4437835,0.000671,-2.467409,2.355341,-1.963845,-1.612432,-3.034451,27.80900566920235,0.0,0.0
1719530034.5437834,0.000599,-2.467001,2.356276,-1.965226,-1.612432,-3.034463,27.80900566920235,0.0,0.0
1719530034.6437833,0.000443,-2.46609,2.35836,-1.968251,-1.612396,-3.034607,27.80900566920235,0.0,0.0
1719530034.7437832,0.000371,-2.465514,2.359498,-1.970016,-1.612396,-3.034607,27.80900566920235,0.0,0.0
1719530034.8437831,0.000263,-2.464914,2.360672,-1.971793,-1.612384,-3.034691,27.80900566920235,0.0,0.0
1719530034.943783,0.000203,-2.464338,2.361954,-1.97363,-1.612312,-3.034751,27.80900566920235,0.0,0.0
1719530035.043783,-6e-05,-2.46303,2.364697,-1.977773,-1.6123,-3.034918,27.80900566920235,0.0,0.0
1719530035.1437829,-0.000144,-2.462322,2.366123,-1.979994,-1.612252,-3.03487,27.80900566920235,0.0,0.0
1719530035.2437828,-0.000252,-2.461602,2.367704,-1.982346,-1.612192,-3.035002,27.80900566920235,0.0,0.0
1719530035.3437827,-0.000347,-2.460834,2.369309,-1.98482,-1.612192,-3.035086,27.80900566920235,0.0,0.0
1719530035.4437826,-0.000563,-2.459107,2.372903,-1.989862,-1.612049,-3.035242,27.80900566920235,0.0,0.0
1719530035.5437825,-0.000742,-2.458159,2.37482,-1.992503,-1.612073,-3.035302,27.80900566920235,0.0,0.0
1719530035.6437824,-0.000851,-2.457223,2.376737,-1.995385,-1.612013,-3.035433,27.80900566920235,0.0,0.0
1719530035.7437823,-0.000983,-2.456179,2.378737,-1.998398,-1.611917,-3.035469,27.80900566920235,0.0,0.0
1719530035.8437822,-0.001246,-2.454031,2.38293,-2.004725,-1.611857,-3.035673,27.80900566920235,0.0,0.0
1719530035.943782,-0.001414,-2.452868,2.385074,-2.008063,-1.611857,-3.035924,27.80900566920235,0.0,0.0
1719530036.043782,-0.00157,-2.45162,2.387231,-2.011509,-1.611725,-3.0359,27.80900566920235,0.0,0.0
1719530036.143782,-0.001749,-2.450336,2.389435,-2.015098,-1.611761,-3.036128,27.80900566920235,0.0,0.0
1719530036.2437818,-0.002073,-2.447805,2.394071,-2.02265,-1.611654,-3.036403,27.80900566920235,0.0,0.0
1719530036.3437817,-0.002264,-2.446365,2.396515,-2.026516,-1.61145,-3.036415,27.80900566920235,0.0,0.0
1719530036.4437816,-0.002408,-2.444949,2.399055,-2.030465,-1.61145,-3.036607,27.80900566920235,0.0,0.0
1719530036.5437815,-0.002588,-2.443486,2.401595,-2.034667,-1.61139,-3.036714,27.80900566920235,0.0,0.0
1719530036.6437814,-0.00296,-2.440186,2.407033,-2.043419,-1.611318,-3.03699,27.80900566920235,0.0,0.0
1719530036.7437813,-0.003175,-2.43853,2.409956,-2.047909,-1.611115,-3.037158,27.80900566920235,0.0,0.0
1719530036.8437812,-0.003355,-2.436743,2.412879,-2.052458,-1.611067,-3.037206,27.80900566920235,0.0,0.0
1719530036.9437811,-0.003558,-2.434823,2.415767,-2.057164,-1.611043,-3.037397,27.80900566920235,0.0,0.0
1719530037.043781,-0.003929,-2.430888,2.421721,-2.067236,-1.610923,-3.037685,27.80900566920235,0.0,0.0
1719530037.143781,-0.004157,-2.42874,2.42474,-2.072422,-1.610683,-3.037708,27.80900566920235,0.0,0.0
1719530037.2437809,-0.004373,-2.42646,2.427819,-2.0778,-1.610659,-3.037888,27.80900566920235,0.0,0.0
1719530037.3437808,-0.004541,-2.424205,2.430946,-2.08331,-1.610492,-3.038008,27.80900566920235,0.0,0.0
1719530037.4437807,-0.004984,-2.419358,2.437535,-2.094606,-1.610336,-3.038332,27.80900566920235,0.0,0.0
1719530037.5437806,-0.005176,-2.416826,2.440997,-2.100488,-1.610288,-3.038451,27.80900566920235,0.0,0.0
1719530037.6437805,-0.005439,-2.414295,2.444507,-2.106489,-1.610216,-3.038655,27.80900566920235,0.0,0.0
1719530037.7437804,-0.005595,-2.411595,2.447945,-2.112612,-1.610121,-3.038787,27.80900566920235,0.0,0.0
1719530037.8437803,-0.006062,-2.406004,2.454894,-2.125371,-1.610001,-3.039278,27.80900566920235,0.0,0.0
1719530037.9437802,-0.006265,-2.403076,2.458452,-2.132081,-1.609941,-3.039481,27.80900566920235,0.0,0.0
