timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,contact_force,applied_force,d_applied_force,task,img,wrist_img
1726691755.6698654,0.896738,-1.849644,1.828403,-2.011713,-1.264022,-0.484533,-0.140999,-0.392735,0.477461,-2.5967300388067027,0.025651350652303836,3.0352847647461068,-7.999999999980245e-06,0.0,-4.000000000004e-06,-4.6422946540669585e-05,2.2567520885346387e-05,-2.8818792936480264e-05,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691755.7658653,0.896774,-1.849524,1.828391,-2.012085,-1.26401,-0.484425,-0.14102,-0.392785,0.477465,-2.596503216765557,0.0255745439185493,3.035242116764535,-3.500000000000725e-05,-4.500000000001725e-05,-0.00010599999999999499,-0.0002732449876865495,9.937425463988139e-05,1.3829188635128276e-05,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691755.8618653,0.898031,-1.843479,1.829768,-2.020212,-1.264513,-0.483455,-0.142134,-0.394931,0.475328,-2.596162663124208,0.02532863924639345,3.0355103037915687,-6.399999999998074e-05,-0.00016100000000002224,-0.00031799999999998496,-0.0006129618422892058,0.00034443805618407375,-0.0002539579377454082,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691755.9578652,0.901241,-1.828211,1.833288,-2.039601,-1.265962,-0.480299,-0.144856,-0.400275,0.469702,-2.5963958356323698,0.02557096238570012,3.03550432026668,-1.0999999999983245e-05,-9.599999999998499e-05,-0.00017300000000003424,-0.0003777320246123317,0.00010162902693802364,-0.0002467976427382723,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691756.0538652,0.906271,-1.804332,1.837923,-2.069553,-1.268417,-0.475334,-0.148932,-0.408513,0.46111,-2.5964170974084975,0.025561406153707767,3.0353976117648167,-0.00012899999999999023,-0.00015299999999995872,-0.00019400000000002748,-0.0003535761530142345,0.00010985850215711884,-0.00013851247042584447,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691756.1498652,0.912438,-1.770703,1.842389,-2.109394,-1.271494,-0.469048,-0.154657,-0.41976,0.449413,-2.5964647538555985,0.025623831975737164,3.0350848378339252,-0.000124000000000013,-0.00021699999999996722,-0.00024200000000001998,-0.00030156876864229076,4.533090146421545e-05,0.00017692580619410592,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691756.245865,0.91978,-1.726533,1.845311,-2.1585,-1.275086,-0.462043,-0.161918,-0.43409,0.434524,-2.5964957373065554,0.025557321716613474,3.0351569614260265,-0.00010599999999999499,-0.00021400000000004749,-0.00022700000000003273,-0.0002656143276160705,0.00010980523320205937,0.00010815433631305993,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691756.341865,0.927229,-1.676464,1.844868,-2.210276,-1.278714,-0.454966,-0.169882,-0.449843,0.418231,-2.596384177601635,0.025454227534774734,3.0352724808328677,-8.500000000000174e-05,-0.00017100000000003224,-0.000246000000000024,-0.00037196672766137695,0.0002097334910183407,-3.7021453840324625e-06,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691756.437865,0.940426,-1.572475,1.833313,-2.306016,-1.285348,-0.442155,-0.18576,-0.481279,0.385481,-2.596613728510448,0.025575987596829008,3.035143942955854,-9.399999999998299e-05,-0.00015599999999998948,-0.00012000000000000899,-0.00013081988122110033,8.244321415456363e-05,0.00013174108792934902,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691755.6381493.jpeg,0_1726691755.6151705.jpeg
1726691756.533865,0.945768,-1.523673,1.823098,-2.345996,-1.288042,-0.43701,-0.19302,-0.495621,0.370593,-2.596622754587673,0.025594330114777478,3.035122339005475,-6.1000000000005494e-05,-0.00010799999999999699,-7.40000000000185e-05,-0.0001166061003701202,6.115811259337425e-05,0.00015640927670546034,81.25588987582665,0.0,0.0,0.0,0.0,moving to grasp dataset builder/deligrasp dataset/trajectories/1726691753.9317017 cardboard box,0_1726691757.305869.jpeg,0_1726691757.2823696.jpeg
